seed,asset-count,random-mean-score,ga-mean-score,initial-dsl-mean-score,final-dsl-mean-score,final-minus-random,final-minus-ga,final-minus-initial,random-mean-gap,ga-mean-gap,initial-dsl-mean-gap,final-dsl-mean-gap,random-mean-runtime-ms,ga-mean-runtime-ms,initial-dsl-mean-runtime-ms,final-dsl-mean-runtime-ms
26,500,0.6085715455270152,0.7865295785292628,0.9996746779764404,0.9996962259854044,0.3911246804583892,0.21316664745614167,2.1548008964034082E-5,0.3914284544729848,0.21347042147073733,3.253220235596878E-4,3.037740145957161E-4,114.94066899999999,140.2021795,163.8410302,133.25416700000002
27,50,0.7382675348449645,0.9068207651267357,0.9369458015588432,0.9968635111025449,0.25859597625758035,0.09004274597580919,0.05991770954370168,0.26173246515503534,0.09317923487326439,0.06305419844115687,0.0031364888974551087,10.6015993,13.0647056,17.436694499999998,14.2259936
27,100,0.71280067357412,0.8623734845938816,0.8871255757379066,0.9982054274679871,0.2854047538938671,0.1358319428741055,0.1110798517300805,0.2871993264258798,0.13762651540611837,0.1128744242620932,0.0017945725320128985,23.7542929,28.6954634,36.8826825,29.994116600000005
27,250,0.6400565434356664,0.8129426452886076,0.8162159641867784,0.9994090676143307,0.35935252417866426,0.18646642232572308,0.18319310342755224,0.3599434565643335,0.18705735471139245,0.1837840358132215,5.909323856693331E-4,62.80501609999999,78.3369372,111.86414399999998,84.2080723
27,500,0.6022576612833435,0.7892273265102925,0.7886613478817169,0.9996832971800261,0.39742563589668267,0.21045597066973365,0.2110219492983092,0.3977423387166566,0.21077267348970752,0.2113386521182831,3.167028199740992E-4,124.43539489999998,154.01392130000002,232.13571919999995,170.6088699
28,50,0.7433802532847472,0.915276170599925,0.9966879184774353,0.9966879184774353,0.2533076651926881,0.08141174787751027,0.0,0.2566197467152528,0.08472382940007486,0.003312081522564855,0.003312081522564855,9.5464199,11.643523299999998,13.1779573,12.4112087
28,100,0.6835976904407771,0.8654464343928396,0.9982054274679871,0.9982054274679871,0.31460773702721,0.1327589930751475,0.0,0.3164023095592229,0.13455356560716042,0.0017945725320128985,0.0017945725320128985,19.91079,24.3561421,27.285737,25.9009572
28,250,0.6374602775557711,0.814734661549041,0.9993273682679256,0.9993702535925675,0.3619099760367964,0.18463559204352653,4.2885324641916966E-5,0.3625397224442289,0.1852653384509591,6.726317320745617E-4,6.297464074326543E-4,51.3411823,63.54726850000001,73.08801020000001,66.3453708
28,500,0.6012326478271823,0.7920993425598205,0.9996746779764404,0.9996746779764404,0.39844203014925805,0.20757533541661988,0.0,0.3987673521728179,0.20790065744017952,3.253220235596878E-4,3.253220235596878E-4,106.09205990000001,129.69275409999997,165.7950731,137.9608625
29,50,0.7562298892133756,0.8878970392085641,0.9966879184774353,0.9968091561542076,0.24057926694083198,0.10891211694564351,1.2123767677230113E-4,0.24377011078662444,0.112102960791436,0.003312081522564855,0.0031908438457924444,8.9960235,11.2509622,12.743716800000001,12.0626455
29,100,0.6904095758070449,0.8647192581163516,0.9982054274679871,0.9982054274679871,0.30779585166094225,0.1334861693516355,0.0,0.3095904241929551,0.13528074188364841,0.0017945725320128985,0.0017945725320128985,18.439304,22.63544,26.6627204,23.6244176
29,250,0.6377060124193721,0.8145614472433745,0.9993273682679256,0.9993273682679256,0.3616213558485535,0.18476592102455103,0.0,0.36229398758062786,0.18543855275662546,6.726317320745617E-4,6.726317320745617E-4,52.31222429999999,64.20865920000001,77.9364896,68.12701560000001
29,500,0.6051575485683032,0.7897620448009263,0.9996746779764404,0.9996746779764404,0.3945171294081372,0.20991263317551412,0.0,0.3948424514316969,0.21023795519907376,3.253220235596878E-4,3.253220235596878E-4,107.2484455,132.60806350000001,156.4747341,140.3578674
30,50,0.7432804252665205,0.899182570092439,0.9966879184774353,0.9966879184774353,0.2534074932109148,0.09750534838499636,0.0,0.2567195747334795,0.10081742990756112,0.003312081522564855,0.003312081522564855,8.8856174,10.912477,17.1547975,10.009464799999998
30,100,0.7177539847385827,0.8689740259732762,0.9982054274679871,0.9982054274679871,0.2804514427294045,0.1292314014947109,0.0,0.28224601526141735,0.13102597402672383,0.0017945725320128985,0.0017945725320128985,18.124463900000002,22.399664100000003,35.9401593,24.9193314
30,250,0.6431651812269052,0.8256579616937317,0.9993273682679256,0.9993273682679256,0.3561621870410203,0.17366940657419383,0.0,0.3568348187730947,0.17434203830626832,6.726317320745617E-4,6.726317320745617E-4,50.0992653,61.56827010000001,94.5725615,102.29697239999999
30,500,0.6071351084125782,0.7985265926797203,0.9996746779764404,0.9996746779764404,0.39253956956386216,0.20114808529672012,0.0,0.39286489158742177,0.2014734073202798,3.253220235596878E-4,3.253220235596878E-4,105.2406234,129.8271629,196.1477836,332.70779660000005
