seed-count,fitness-improvement-mean,fitness-improvement-ci95-lower,fitness-improvement-ci95-upper,training-score-improvement-mean,training-score-improvement-ci95-lower,training-score-improvement-ci95-upper,node-reduction-mean,node-reduction-ci95-lower,node-reduction-ci95-upper,depth-reduction-mean,depth-reduction-ci95-lower,depth-reduction-ci95-upper
30,0.006370671859152255,8.172498777947144E-4,0.011924093840509796,0.003037338525818926,-0.002185417745330196,0.008260094796968048,6.666666666666667,2.368346032105335,10.964987301228,0.8666666666666667,0.2485436003601348,1.4847897329731987
