asset-count,random-score-mean,random-score-ci95-lower,random-score-ci95-upper,ga-score-mean,ga-score-ci95-lower,ga-score-ci95-upper,final-dsl-score-mean,final-dsl-score-ci95-lower,final-dsl-score-ci95-upper,final-minus-random-mean,final-minus-random-ci95-lower,final-minus-random-ci95-upper,final-minus-ga-mean,final-minus-ga-ci95-lower,final-minus-ga-ci95-upper,final-minus-initial-mean,final-minus-initial-ci95-lower,final-minus-initial-ci95-upper
50,0.7366531060964987,0.7087860287161105,0.7645201834768869,0.9004373315775724,0.837838010526343,0.9630366526288019,0.9972577117487582,0.9900178017860347,1.0044976217114816,0.26060460565225946,0.2399774382345947,0.28123177306992425,0.09682038017118572,0.041460969082679676,0.15217979125969175,5.697932713228937E-4,-0.006670116691400559,0.007809703234046346
100,0.6975938952445977,0.6006456980164018,0.7945420924727936,0.8752329883632737,0.8292747365282318,0.9211912401983156,0.9982054274679871,0.9982054274679871,0.9982054274679871,0.30061153222338943,0.2036633349951935,0.39755972945158535,0.1229724391047135,0.07701418726967162,0.16893069093975538,-7.391763463565626E-5,-0.0010131302339300664,8.652949646587538E-4
250,0.6350341856644631,0.5951163351261236,0.6749520362028026,0.8165983560402857,0.813127827202022,0.8200688848785495,0.9993273682679256,0.9993273682679256,0.9993273682679256,0.36429318260346244,0.3243753320651229,0.40421103314180196,0.18272901222763982,0.17925848338937606,0.18619954106590358,-5.720029517819469E-5,-7.839989566819656E-4,6.695983663255762E-4
500,0.6014498317222938,0.5906297824068929,0.6122698810376948,0.7929278693461098,0.7744453446326384,0.8114103940595813,0.9996746779764404,0.9996746779764404,0.9996746779764404,0.3982248462541466,0.38740479693874563,0.4090448955695476,0.20674680863033057,0.18826428391685918,0.22522933334380196,-4.654026890932306E-5,-6.378904541478099E-4,5.448099163291637E-4
