seed,asset-count,full-score,no-greedy-score,simple-body-score,full-minus-no-greedy,full-minus-simple-body,full-gap,no-greedy-gap,simple-body-gap,full-runtime-ms,no-greedy-runtime-ms,simple-body-runtime-ms
19,500,0.9996746779764404,0.7771822560586087,0.9996746779764404,0.2224924219178317,0.0,3.253220235596878E-4,0.22281774394139126,3.253220235596878E-4,134.7222712,135.4258561,154.8307495
20,50,0.9966879184774353,0.6685429016259716,0.9966879184774353,0.3281450168514637,0.0,0.003312081522564855,0.33145709837402837,0.003312081522564855,8.1466078,7.3685237,10.4451396
20,100,0.9982054274679871,0.6338347829540985,0.9982054274679871,0.3643706445138887,0.0,0.0017945725320128985,0.36616521704590166,0.0017945725320128985,15.552771400000003,16.171585999999998,25.1520042
20,250,0.9993273682679256,0.5960253276184204,0.9993273682679256,0.40330204064950514,0.0,6.726317320745617E-4,0.40397467238157947,6.726317320745617E-4,49.8237952,56.973854300000006,102.47416530000001
20,500,0.9996746779764404,0.5653045234670472,0.9996746779764404,0.4343701545093932,0.0,3.253220235596878E-4,0.4346954765329529,3.253220235596878E-4,143.9527015,160.9132994,356.01474740000003
21,50,0.9966879184774353,0.6891470330761591,0.9966879184774353,0.3075408854012762,0.0,0.003312081522564855,0.31085296692384096,0.003312081522564855,7.951108700000001,7.553835899999998,10.43595
21,100,0.9982054274679871,0.6491804596461178,0.9982054274679871,0.3490249678218693,0.0,0.0017945725320128985,0.3508195403538823,0.0017945725320128985,17.2636482,17.856963,25.9637136
21,250,0.9993273682679256,0.5872094371640484,0.9993273682679256,0.4121179311038772,0.0,6.726317320745617E-4,0.41279056283595156,6.726317320745617E-4,53.25988589999999,53.7904633,111.34567609999999
21,500,0.9996746779764404,0.5721483257815124,0.9996746779764404,0.42752635219492796,0.0,3.253220235596878E-4,0.4278516742184877,3.253220235596878E-4,154.21712439999996,160.990872,375.3601588
22,50,0.9966879184774353,0.6954615775287367,0.9966879184774353,0.3012263409486986,0.0,0.003312081522564855,0.3045384224712632,0.003312081522564855,12.266734,10.867758400000003,10.767376700000002
22,100,0.9982054274679871,0.6551960560198559,0.9982054274679871,0.34300937144813126,0.0,0.0017945725320128985,0.34480394398014413,0.0017945725320128985,26.750388700000002,27.151128300000003,26.5026454
22,250,0.9993273682679256,0.6056214042105489,0.9993273682679256,0.3937059640573767,0.0,6.726317320745617E-4,0.3943785957894512,6.726317320745617E-4,109.1583492,113.9164645,104.2689451
22,500,0.9996746779764404,0.5750141629801282,0.9996746779764404,0.4246605149963122,0.0,3.253220235596878E-4,0.42498583701987175,3.253220235596878E-4,346.9623321,394.73801060000005,343.1291327
